duration,left_e0,left_e1,left_s0,left_s1,left_w0,left_w1,left_w2,right_e0,right_e1,right_s0,right_s1,right_w0,right_w1,right_w2,head_pan,head_nod
0,-0.179859247,1.30771862,-0.261927219,0.066728164,-1.236388514,1.181932196,3.01542273,3.01542273,3.01542273,3.01542273,3.01542273,3.01542273,3.01542273,3.01542273,0,0
