time,left_e0,left_e1,left_s0,left_s1,left_w0,left_w1,left_w2,right_e0,right_e1,right_s0,right_s1,right_w0,right_w1,right_w2,head_pan,head_nod
0,0.00,1.5,-0.10,0.00,0.75,-1.25,0.00,0.00,1.5,0.10,0.00,-0.75,-1.25,0.00,-0.50,0.00
